sentence,spoiler,verb,page,trope,num_present
britta claim feel jeff choke onstag saw official girlfriend professor slater troy snap be friend man,True,True,community,love dodecahedron,False
 episod later jeff britta hook middl intens paintbal game,True,True,community,love dodecahedron,False
final s1 slater britta declar love jeff leav kiss anni ,True,True,community,love dodecahedron,True
meanwhile troy britta take drama class together lead britta kiss troy ,True,True,community,love dodecahedron,False
then reveal jeff britta sleep togeth year ,True,True,community,love dodecahedron,False
jeff right right mayb family,False,True,community,love dodecahedron,False
 bottl episod  reveal monkey stole pen seem came nowhere,True,True,community,meaning background event,False
earli episode shot troy say want lick puppi dean pelton holding background tini monkey hand seen take pen tabl ,True,True,community,meaning background event,False
easi miss,True,True,community,meaning background event,False
example stori arc pierc get injur wacki accid trampoline lead forc wear full cast leg good portion season becom addict painkil near claim friendship life,True,True,community,mood whiplash,False
mean abe lie lie extra cougar town although detail littl differ describ critic film studies,True,True,community,mutual fiction,False
also abe troy alien queen power loader costum epidemiology,False,True,community,shelf f x,False
 come back bite troy attempt fight zombi power loader despit made pvc troy ok know thought work,True,True,community,shelf f x,False
britta came way earli season 1 character march ,False,True,community,sane man,True
however accord britta psych evalu season 3 abe one group psycholog insane,True,True,community,sane man,True
bit possibl fridg brillianc  jeff may sane all sinc fill answer random,True,True,community,sane man,False
however season 3 whole seem suggest otherwise,True,True,community,sane man,True
 abe as batman drag jeff pierc librari run collaps fort made desk halloween episode,True,True,community,run firebal,False
studi group much studi onscreen  make sense sinc like bore slow,False,True,community,pirat dont anyth,False
typic show lampshad time time whenev remind study reluct so,False,True,community,pirat dont anyth,False
shirley furious okay get it,False,True,community,pop cultur osmosi failur,False
time season take place midfal spring usual break winter correspond time colleg session even point midseason break break fall winter semest customari rerun period spring break break winter spring semesters,False,True,community,present day,False
episod realtim week structur works,False,True,community,present day,False
 wear vibrant blue pink respectively pantsuits punish fallout shirley anni prank seor chang,True,True,community,real men wear pink,False
home economics abe describ jeff just like goldi hawn overboard  wealthy assertive arrogant get manicur time,True,True,community,real men wear pink,False
 anni make point point sarcast thank jeff britta ruin love life ,True,True,community,sarcasm mode,False
pascal triangl revisited jeff choos britta slater admit love him,True,True,community,take third option,False
choos annie,True,True,community,take third option,False
grabs abed lost cliff clavin  georg costanza  turtle johnni drama e ,False,True,community,buttmonkey,False
watch riff bad ,False,True,community,there b movi,False
troy black,False,True,community,token minor coupl,False
 jeff pierc multicostumed multiprop spanish presentation get horrifi look student ff grades,True,True,community,mean awesom,False
ensembl darkhors labamba still hang around though,False,True,conan,band minus face,False
decid give peopl fakeouth push breast togeth camera zoom cleavage,False,True,conan,gross close,False
followedup threaten video will photoshop contest fan portray dub beardpocalypse,False,True,conan,import haircut,False
moodi piano music play andi ran park lot,False,True,conan,mood whiplash,False
interview nicol scherzinger conan caught look nicol cleavag call to fair conan point out not,False,True,conan,eye,False
huge moon background tbs show can control via remote possibl use crush andi richter,False,True,conan,weird moon,False
throughout also maintain lot weapon tactic complet useless given situat like use heavi greatsword armor board ship ride sword ship sail ,False,True,conquest,catch phrase,False
usual get basic topic right whether due lack budget time or both miss sever detail reus props even histor accurate,False,True,conquest,theme park version,False
 pepper across differ episod weird weapon dealt polearms mediev tournament mention poleaxe spear appear there,False,True,conquest,blade stick,False
final week 2008 presidenti campaign becam regular segment call campaign comment,False,True,countdownwithkeitholbermann,egregi,True
join current media countdown relaunch current tv june 20th,False,True,countdownwithkeitholbermann,countdown,True
 in refer sarah palin get pitchfork torches time for tonights worst person worrrrrrllllllllld,False,True,countdownwithkeitholbermann,catch phrase,False
 also unlik rachel maddow like sport share frequent enemi glenn beck s hatr soccer,False,True,countdownwithkeitholbermann,enemi mine,False
everi person involv seem differ stori exact happen there whatev was now,False,True,countdownwithkeitholbermann,execut meddl,False
just partner heel like depend polit ideology,False,True,countdownwithkeitholbermann,foe yay,False
ever sinc jon stewart epic go  choir song keith substitut what jon stewart said,False,True,countdownwithkeitholbermann,get crap past radar,False
punditslash tendenc put anderson cooper,False,True,countdownwithkeitholbermann,crack fic,False
segu oddballtim march back news content commerci break can pretti jarring,False,True,countdownwithkeitholbermann,mood whiplash,False
signific portion bat practice twitter spent joke typo incom tweets,False,True,countdownwithkeitholbermann,make sic,False
show provid exampl of abort arc  jeff jane impli interest end seri 3 jeff actor left show never mention again,True,True,coupling,mileag may vari,True
 was however salvag oliv fourth seri ,True,True,coupling,mileag may vari,False
we talk melti man,True,True,coupling,anthropomorph personif,False
susan attempt steve  we never realli got round organ wedding,True,True,coupling,babi trap,False
thought mayb whole human easier,False,True,coupling,babi trap,False
the final seri 3 patrick salli final get togeth  seri 4 gave jane love interest form jeff suspici similar substitut ,True,True,coupling,clean romant loos end,True
salli reaction discov patrick engag ring ,True,True,coupling,cluster f bomb,False
susan labor seri finale want natur birth tell steve ask three time want drugs,False,True,coupling,countri matter,False
steve moments too,False,True,coupling,dig deeper,False
compar susan still pretti shallow actual less insan sensit other feel appear be,True,True,coupling,hidden depth,False
is however still attent whore ,True,True,coupling,hidden depth,False
susan hand actual shallow appear be,True,True,coupling,hidden depth,False
sally not homophobic stupid queen,False,True,coupling,hypocrit humor,False
sever episod titl the mangirl x bodi part,False,True,coupling,idiosyncrat episod name,False
patrick sally need someon wholl love forever properly,True,True,coupling,want belov happi,False
patrick i talk ,True,True,coupling,want belov happi,False
moffat call seri mi life told drunk specif example say wrote inferno base similar situat caught porn vcr however admit ad spanking part made whole thing just littl twisted,False,True,coupling,life embellish,False
